"seed","map_idx","merit_mean","merit_median","merit_sd","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","seed_order"
77,2,1.79195e+15,1.79195e+15,NA,453,453,NA,110,110,NA,343,343,NA,101
77,3,5.60516e+14,5.60516e+14,NA,603,603,NA,0,0,NA,603,603,NA,101
78,0,1.85841e+18,1.85841e+18,NA,367,367,NA,1,1,NA,366,366,NA,151
78,1,3.32135e+17,3.32135e+17,NA,412,412,NA,18,18,NA,394,394,NA,151
78,2,9.2722e+19,9.2722e+19,NA,451,451,NA,2,2,NA,449,449,NA,151
78,3,21757400,21757400,NA,308,308,NA,8,8,NA,300,300,NA,151
79,0,3.28877e+19,3.28877e+19,NA,410,410,NA,19,19,NA,391,391,NA,164
79,1,3.67946e+17,3.67946e+17,NA,410,410,NA,15,15,NA,395,395,NA,164
79,2,2.99005e+15,2.99005e+15,NA,364,364,NA,16,16,NA,348,348,NA,164
79,3,4.88926e+19,4.88926e+19,NA,830,830,NA,25,25,NA,805,805,NA,164
80,0,3.64662e+22,3.64662e+22,NA,513,513,NA,61,61,NA,452,452,NA,88
80,1,1.18972e+15,1.18972e+15,NA,469,469,NA,130,130,NA,339,339,NA,88
80,2,1.31447e+13,1.31447e+13,NA,446,446,NA,151,151,NA,295,295,NA,88
80,3,4.44577e+13,4.44577e+13,NA,562,562,NA,4,4,NA,558,558,NA,88
81,0,3.34025e+15,3.34025e+15,NA,333,333,NA,22,22,NA,311,311,NA,110
81,1,4.06527e+15,4.06527e+15,NA,375,375,NA,24,24,NA,351,351,NA,110
81,2,4.5036e+15,4.5036e+15,NA,371,371,NA,19,19,NA,352,352,NA,110
81,3,8.42193e+16,8.42193e+16,NA,701,701,NA,9,9,NA,692,692,NA,110
82,0,4.69721e+16,4.69721e+16,NA,496,496,NA,162,162,NA,334,334,NA,124
82,1,3.49113e+16,3.49113e+16,NA,450,450,NA,78,78,NA,372,372,NA,124
82,2,9.22257e+15,9.22257e+15,NA,500,500,NA,141,141,NA,359,359,NA,124
82,3,1.72887e+15,1.72887e+15,NA,623,623,NA,0,0,NA,623,623,NA,124
83,0,3.64662e+22,3.64662e+22,NA,470,470,NA,18,18,NA,452,452,NA,189
83,1,2.21699e+21,2.21699e+21,NA,498,498,NA,18,18,NA,480,480,NA,189
83,2,1.20579e+25,1.20579e+25,NA,582,582,NA,18,18,NA,564,564,NA,189
83,3,8.01233e+17,8.01233e+17,NA,750,750,NA,18,18,NA,732,732,NA,189
84,0,1.8875e+14,1.8875e+14,NA,313,313,NA,27,27,NA,286,286,NA,51
84,1,2.19332e+13,2.19332e+13,NA,322,322,NA,22,22,NA,300,300,NA,51
84,2,1.18653e+13,1.18653e+13,NA,313,313,NA,19,19,NA,294,294,NA,51
84,3,1861410000,1861410000,NA,381,381,NA,2,2,NA,379,379,NA,51
85,0,1.16894e+19,1.16894e+19,NA,382,382,NA,0,0,NA,382,382,NA,160
85,1,9.72008e+16,9.72008e+16,NA,382,382,NA,0,0,NA,382,382,NA,160
85,2,4.08715e+19,4.08715e+19,NA,461,461,NA,20,20,NA,441,441,NA,160
85,3,2204040000,2204040000,NA,382,382,NA,0,0,NA,382,382,NA,160
86,0,7.49678e+14,7.49678e+14,NA,313,313,NA,15,15,NA,298,298,NA,82
86,1,3.6696e+15,3.6696e+15,NA,371,371,NA,21,21,NA,350,350,NA,82
86,2,1.78715e+13,1.78715e+13,NA,384,384,NA,86,86,NA,298,298,NA,82
86,3,5.81606e+11,5.81606e+11,NA,500,500,NA,19,19,NA,481,481,NA,82
87,0,8.50843e+11,8.50843e+11,NA,248,248,NA,9,9,NA,239,239,NA,1
87,1,44555200,44555200,NA,192,192,NA,20,20,NA,172,172,NA,1
87,2,54681300,54681300,NA,218,218,NA,44,44,NA,174,174,NA,1
87,3,25762200,25762200,NA,310,310,NA,7,7,NA,303,303,NA,1
88,0,2.93169e+19,2.93169e+19,NA,430,430,NA,40,40,NA,390,390,NA,157
88,1,1.39283e+18,1.39283e+18,NA,442,442,NA,34,34,NA,408,408,NA,157
88,2,2.57467e+18,2.57467e+18,NA,442,442,NA,28,28,NA,414,414,NA,157
88,3,3.2903e+10,3.2903e+10,NA,464,464,NA,34,34,NA,430,430,NA,157
89,0,7.52595e+13,7.52595e+13,NA,299,299,NA,21,21,NA,278,278,NA,64
89,1,1.70023e+14,1.70023e+14,NA,340,340,NA,20,20,NA,320,320,NA,64
89,2,5.51233e+13,5.51233e+13,NA,343,343,NA,34,34,NA,309,309,NA,64
89,3,2.37736e+12,2.37736e+12,NA,523,523,NA,17,17,NA,506,506,NA,64
90,0,2.68538e+12,2.68538e+12,NA,257,257,NA,8,8,NA,249,249,NA,33
90,1,2.08106e+12,2.08106e+12,NA,346,346,NA,69,69,NA,277,277,NA,33
90,2,1.70023e+14,1.70023e+14,NA,349,349,NA,29,29,NA,320,320,NA,33
90,3,23468400000,23468400000,NA,450,450,NA,26,26,NA,424,424,NA,33
91,0,4.23626e+13,4.23626e+13,NA,273,273,NA,0,0,NA,273,273,NA,27
91,1,6.09032e+11,6.09032e+11,NA,296,296,NA,31,31,NA,265,265,NA,27
91,2,4.96249e+11,4.96249e+11,NA,294,294,NA,31,31,NA,263,263,NA,27
91,3,45244800,45244800,NA,320,320,NA,7,7,NA,313,313,NA,27
92,0,1.67604e+15,1.67604e+15,NA,327,327,NA,22,22,NA,305,305,NA,77
92,1,7.49456e+13,7.49456e+13,NA,381,381,NA,69,69,NA,312,312,NA,77
92,2,5.24424e+14,5.24424e+14,NA,419,419,NA,88,88,NA,331,331,NA,77
92,3,3144.79,3144.79,NA,143,143,NA,0,0,NA,143,143,NA,77
93,0,3.68935e+19,3.68935e+19,NA,399,399,NA,7,7,NA,392,392,NA,166
93,1,1.62625e+19,1.62625e+19,NA,542,542,NA,110,110,NA,432,432,NA,166
93,2,3.1683e+20,3.1683e+20,NA,484,484,NA,23,23,NA,461,461,NA,166
93,3,5.1392e+18,5.1392e+18,NA,779,779,NA,14,14,NA,765,765,NA,166
94,0,1.31132e+19,1.31132e+19,NA,412,412,NA,29,29,NA,383,383,NA,190
94,1,7.20701e+22,7.20701e+22,NA,527,527,NA,13,13,NA,514,514,NA,190
94,2,1.54301e+18,1.54301e+18,NA,460,460,NA,51,51,NA,409,409,NA,190
94,3,4.77326e+24,4.77326e+24,NA,1021,1021,NA,12,12,NA,1009,1009,NA,190
95,0,2.12564e+13,2.12564e+13,NA,282,282,NA,15,15,NA,267,267,NA,53
95,1,4.05438e+13,4.05438e+13,NA,358,358,NA,52,52,NA,306,306,NA,53
95,2,1.61321e+13,1.61321e+13,NA,349,349,NA,52,52,NA,297,297,NA,53
95,3,81016700000,81016700000,NA,459,459,NA,13,13,NA,446,446,NA,53
96,0,4.21985e+14,4.21985e+14,NA,293,293,NA,0,0,NA,293,293,NA,79
96,1,1.07393e+15,1.07393e+15,NA,346,346,NA,8,8,NA,338,338,NA,79
96,2,2.56089e+14,2.56089e+14,NA,354,354,NA,30,30,NA,324,324,NA,79
96,3,2043340,2043340,NA,286,286,NA,28,28,NA,258,258,NA,79
97,0,1.67604e+15,1.67604e+15,NA,357,357,NA,52,52,NA,305,305,NA,70
97,1,1.70023e+14,1.70023e+14,NA,342,342,NA,22,22,NA,320,320,NA,70
97,2,4.49153e+13,4.49153e+13,NA,365,365,NA,58,58,NA,307,307,NA,70
97,3,1.79392e+12,1.79392e+12,NA,507,507,NA,6,6,NA,501,501,NA,70
98,0,2.07669e+19,2.07669e+19,NA,388,388,NA,1,1,NA,387,387,NA,155
98,1,2.56777e+16,2.56777e+16,NA,370,370,NA,1,1,NA,369,369,NA,155
98,2,2.57467e+18,2.57467e+18,NA,416,416,NA,2,2,NA,414,414,NA,155
98,3,3.97219e+13,3.97219e+13,NA,559,559,NA,3,3,NA,556,556,NA,155
99,0,4.75224e+13,4.75224e+13,NA,292,292,NA,18,18,NA,274,274,NA,95
99,1,1.2539e+16,1.2539e+16,NA,408,408,NA,46,46,NA,362,362,NA,95
99,2,2.99005e+15,2.99005e+15,NA,401,401,NA,53,53,NA,348,348,NA,95
99,3,1.43208e+12,1.43208e+12,NA,499,499,NA,2,2,NA,497,497,NA,95
100,0,1.47676e+18,1.47676e+18,NA,399,399,NA,35,35,NA,364,364,NA,102
100,1,1.79195e+15,1.79195e+15,NA,344,344,NA,1,1,NA,343,343,NA,102
100,2,4.06527e+15,4.06527e+15,NA,419,419,NA,68,68,NA,351,351,NA,102
100,3,1.29617e+14,1.29617e+14,NA,584,584,NA,7,7,NA,577,577,NA,102
101,0,5.24891e+17,5.24891e+17,NA,433,433,NA,78,78,NA,355,355,NA,141
101,1,1.62189e+17,1.62189e+17,NA,430,430,NA,43,43,NA,387,387,NA,141
101,2,9.24735e+17,9.24735e+17,NA,445,445,NA,41,41,NA,404,404,NA,141
101,3,6.93124e+12,6.93124e+12,NA,527,527,NA,2,2,NA,525,525,NA,141
102,0,8.47546e+12,8.47546e+12,NA,263,263,NA,4,4,NA,259,259,NA,45
102,1,2.83701e+14,2.83701e+14,NA,337,337,NA,12,12,NA,325,325,NA,45
102,2,1.4562e+13,1.4562e+13,NA,300,300,NA,4,4,NA,296,296,NA,45
102,3,539202000,539202000,NA,357,357,NA,0,0,NA,357,357,NA,45
103,0,1.68911e+13,1.68911e+13,NA,281,281,NA,16,16,NA,265,265,NA,71
103,1,2.56089e+14,2.56089e+14,NA,343,343,NA,19,19,NA,324,324,NA,71
103,2,4.28457e+16,4.28457e+16,NA,386,386,NA,12,12,NA,374,374,NA,71
103,3,8515830000,8515830000,NA,417,417,NA,11,11,NA,406,406,NA,71
104,0,9.21699e+20,9.21699e+20,NA,455,455,NA,35,35,NA,420,420,NA,193
104,1,9.32209e+23,9.32209e+23,NA,570,570,NA,31,31,NA,539,539,NA,193
104,2,4.09813e+21,4.09813e+21,NA,564,564,NA,78,78,NA,486,486,NA,193
104,3,1.04335e+24,1.04335e+24,NA,983,983,NA,1,1,NA,982,982,NA,193
105,0,2.08477e+18,2.08477e+18,NA,374,374,NA,7,7,NA,367,367,NA,134
105,1,7.5147e+15,7.5147e+15,NA,364,364,NA,7,7,NA,357,357,NA,134
105,2,1.19292e+17,1.19292e+17,NA,428,428,NA,44,44,NA,384,384,NA,134
105,3,1.51505e+12,1.51505e+12,NA,508,508,NA,10,10,NA,498,498,NA,134
106,0,8.4099e+14,8.4099e+14,NA,416,416,NA,117,117,NA,299,299,NA,128
106,1,2.09788e+18,2.09788e+18,NA,426,426,NA,14,14,NA,412,412,NA,128
106,2,5.25833e+16,5.25833e+16,NA,396,396,NA,20,20,NA,376,376,NA,128
106,3,5.85376e+12,5.85376e+12,NA,610,610,NA,88,88,NA,522,522,NA,128
107,0,2.06062e+21,2.06062e+21,NA,470,470,NA,43,43,NA,427,427,NA,181
107,1,5.30083e+22,5.30083e+22,NA,511,511,NA,0,0,NA,511,511,NA,181
107,2,4.4795e+11,4.4795e+11,NA,389,389,NA,127,127,NA,262,262,NA,181
107,3,3.15057e+12,3.15057e+12,NA,511,511,NA,0,0,NA,511,511,NA,181
108,0,1.48251e+17,1.48251e+17,NA,374,374,NA,30,30,NA,344,344,NA,130
108,1,2.56777e+16,2.56777e+16,NA,406,406,NA,37,37,NA,369,369,NA,130
108,2,3.49113e+16,3.49113e+16,NA,439,439,NA,67,67,NA,372,372,NA,130
108,3,2.56432e+15,2.56432e+15,NA,639,639,NA,9,9,NA,630,630,NA,130
109,0,2.92033e+20,2.92033e+20,NA,452,452,NA,42,42,NA,410,410,NA,171
109,1,1.54716e+20,1.54716e+20,NA,468,468,NA,14,14,NA,454,454,NA,171
109,2,1.7048e+16,1.7048e+16,NA,384,384,NA,19,19,NA,365,365,NA,171
109,3,1.27129e+11,1.27129e+11,NA,468,468,NA,14,14,NA,454,454,NA,171
110,0,1.67604e+15,1.67604e+15,NA,359,359,NA,54,54,NA,305,305,NA,94
110,1,2.84463e+16,2.84463e+16,NA,437,437,NA,67,67,NA,370,370,NA,94
110,2,1.18972e+15,1.18972e+15,NA,406,406,NA,67,67,NA,339,339,NA,94
110,3,16102.5,16102.5,NA,179,179,NA,7,7,NA,172,172,NA,94
111,0,2.34779e+17,2.34779e+17,NA,384,384,NA,36,36,NA,348,348,NA,137
111,1,1.7048e+16,1.7048e+16,NA,371,371,NA,6,6,NA,365,365,NA,137
111,2,8.86872e+24,8.86872e+24,NA,623,623,NA,62,62,NA,561,561,NA,137
111,3,3.19155e+14,3.19155e+14,NA,629,629,NA,36,36,NA,593,593,NA,137
112,0,1.61849e+24,1.61849e+24,NA,491,491,NA,6,6,NA,485,485,NA,180
112,1,1.62625e+19,1.62625e+19,NA,445,445,NA,13,13,NA,432,432,NA,180
112,2,6.8198e+19,6.8198e+19,NA,455,455,NA,9,9,NA,446,446,NA,180
112,3,1.21168e+21,1.21168e+21,NA,881,881,NA,19,19,NA,862,862,NA,180
113,0,7.52595e+13,7.52595e+13,NA,312,312,NA,34,34,NA,278,278,NA,7
113,1,16911300000,16911300000,NA,252,252,NA,22,22,NA,230,230,NA,7
113,2,783552000,783552000,NA,241,241,NA,41,41,NA,200,200,NA,7
113,3,2204040000,2204040000,NA,409,409,NA,27,27,NA,382,382,NA,7
114,0,1.88018e+15,1.88018e+15,NA,322,322,NA,16,16,NA,306,306,NA,93
114,1,9.22257e+15,9.22257e+15,NA,366,366,NA,7,7,NA,359,359,NA,93
114,2,5.80969e+14,5.80969e+14,NA,354,354,NA,22,22,NA,332,332,NA,93
114,3,4.47459e+14,4.47459e+14,NA,606,606,NA,7,7,NA,599,599,NA,93
115,0,3.71811e+17,3.71811e+17,NA,361,361,NA,9,9,NA,352,352,NA,138
115,1,9.77239e+20,9.77239e+20,NA,481,481,NA,9,9,NA,472,472,NA,138
115,2,2.09226e+16,2.09226e+16,NA,376,376,NA,9,9,NA,367,367,NA,138
115,3,2.66081e+12,2.66081e+12,NA,517,517,NA,9,9,NA,508,508,NA,138
116,0,5.84268e+19,5.84268e+19,NA,472,472,NA,76,76,NA,396,396,NA,74
116,1,3.48178e+14,3.48178e+14,NA,446,446,NA,119,119,NA,327,327,NA,74
116,2,7.11096e+12,7.11096e+12,NA,423,423,NA,134,134,NA,289,289,NA,74
116,3,1.44136e+13,1.44136e+13,NA,543,543,NA,5,5,NA,538,538,NA,74
117,0,5.88823e+17,5.88823e+17,NA,356,356,NA,0,0,NA,356,356,NA,84
117,1,4.73383e+14,4.73383e+14,NA,346,346,NA,16,16,NA,330,330,NA,84
117,2,4.27309e+14,4.27309e+14,NA,358,358,NA,29,29,NA,329,329,NA,84
117,3,1.08062e+12,1.08062e+12,NA,492,492,NA,0,0,NA,492,492,NA,84
118,0,12105100000,12105100000,NA,202,202,NA,0,0,NA,202,202,NA,2
118,1,961632000,961632000,NA,202,202,NA,0,0,NA,202,202,NA,2
118,2,961632000,961632000,NA,202,202,NA,0,0,NA,202,202,NA,2
118,3,87227.8,87227.8,NA,202,202,NA,0,0,NA,202,202,NA,2
119,0,2.27599e+25,2.27599e+25,NA,528,528,NA,20,20,NA,508,508,NA,199
119,1,2.12621e+28,2.12621e+28,NA,637,637,NA,0,0,NA,637,637,NA,199
119,2,8.46006e+27,8.46006e+27,NA,650,650,NA,22,22,NA,628,628,NA,199
119,3,16.7084,16.7084,NA,50,50,NA,0,0,NA,50,50,NA,199
120,0,1.14202e+25,1.14202e+25,NA,624,624,NA,122,122,NA,502,502,NA,169
120,1,1.19612e+19,1.19612e+19,NA,432,432,NA,3,3,NA,429,429,NA,169
120,2,9.7462e+18,9.7462e+18,NA,519,519,NA,92,92,NA,427,427,NA,169
120,3,9.61053e+19,9.61053e+19,NA,820,820,NA,3,3,NA,817,817,NA,169
121,0,5.86541e+18,5.86541e+18,NA,413,413,NA,37,37,NA,376,376,NA,40
121,1,1.07105e+13,1.07105e+13,NA,381,381,NA,88,88,NA,293,293,NA,40
121,2,4.04351e+11,4.04351e+11,NA,361,361,NA,100,100,NA,261,261,NA,40
121,3,95929100000,95929100000,NA,449,449,NA,0,0,NA,449,449,NA,40
122,0,1.48827e+16,1.48827e+16,NA,362,362,NA,38,38,NA,324,324,NA,118
122,1,2.84463e+16,2.84463e+16,NA,424,424,NA,54,54,NA,370,370,NA,118
122,2,3.6696e+15,3.6696e+15,NA,402,402,NA,52,52,NA,350,350,NA,118
122,3,2043340,2043340,NA,258,258,NA,0,0,NA,258,258,NA,118
123,0,4.1872e+16,4.1872e+16,NA,374,374,NA,41,41,NA,333,333,NA,83
123,1,4.27309e+14,4.27309e+14,NA,365,365,NA,36,36,NA,329,329,NA,83
123,2,3.48178e+14,3.48178e+14,NA,389,389,NA,62,62,NA,327,327,NA,83
123,3,9.78068e+13,9.78068e+13,NA,611,611,NA,39,39,NA,572,572,NA,83
124,0,4.67901e+17,4.67901e+17,NA,358,358,NA,4,4,NA,354,354,NA,163
124,1,2.44945e+19,2.44945e+19,NA,439,439,NA,3,3,NA,436,436,NA,163
124,2,7.96269e+20,7.96269e+20,NA,489,489,NA,19,19,NA,470,470,NA,163
124,3,2.43961e+16,2.43961e+16,NA,672,672,NA,2,2,NA,670,670,NA,163
125,0,4.50082e+27,4.50082e+27,NA,556,556,NA,2,2,NA,554,554,NA,197
125,1,6.20579e+25,6.20579e+25,NA,582,582,NA,2,2,NA,580,580,NA,197
125,2,5.04303e+23,5.04303e+23,NA,535,535,NA,2,2,NA,533,533,NA,197
125,3,6.35504e+16,6.35504e+16,NA,689,689,NA,2,2,NA,687,687,NA,197
126,0,5.22857e+18,5.22857e+18,NA,401,401,NA,26,26,NA,375,375,NA,25
126,1,1.06818e+11,1.06818e+11,NA,345,345,NA,97,97,NA,248,248,NA,25
126,2,6.747e+11,6.747e+11,NA,352,352,NA,86,86,NA,266,266,NA,25
126,3,15822400000,15822400000,NA,421,421,NA,4,4,NA,417,417,NA,25
127,0,1.04608e+18,1.04608e+18,NA,459,459,NA,98,98,NA,361,361,NA,139
127,1,3.67946e+17,3.67946e+17,NA,478,478,NA,83,83,NA,395,395,NA,139
127,2,2.20512e+17,2.20512e+17,NA,430,430,NA,40,40,NA,390,390,NA,139
127,3,1.52487e+13,1.52487e+13,NA,622,622,NA,83,83,NA,539,539,NA,139
128,0,1.13319e+27,1.13319e+27,NA,622,622,NA,80,80,NA,542,542,NA,198
128,1,3.19391e+26,3.19391e+26,NA,696,696,NA,100,100,NA,596,596,NA,198
128,2,1.55966e+26,1.55966e+26,NA,675,675,NA,86,86,NA,589,589,NA,198
128,3,1.33255e+27,1.33255e+27,NA,1191,1191,NA,82,82,NA,1109,1109,NA,198
129,0,5.91114e+16,5.91114e+16,NA,372,372,NA,36,36,NA,336,336,NA,52
129,1,2.98204e+13,2.98204e+13,NA,356,356,NA,53,53,NA,303,303,NA,52
129,2,4.72114e+12,4.72114e+12,NA,347,347,NA,62,62,NA,285,285,NA,52
129,3,8049490000,8049490000,NA,405,405,NA,0,0,NA,405,405,NA,52
130,0,4.71548e+15,4.71548e+15,NA,408,408,NA,94,94,NA,314,314,NA,149
130,1,4.30762e+20,4.30762e+20,NA,532,532,NA,68,68,NA,464,464,NA,149
130,2,1.02444e+18,1.02444e+18,NA,507,507,NA,102,102,NA,405,405,NA,149
130,3,8.85246e+15,8.85246e+15,NA,679,679,NA,27,27,NA,652,652,NA,149
131,0,2.36609e+15,2.36609e+15,NA,309,309,NA,1,1,NA,308,308,NA,125
131,1,1.32509e+19,1.32509e+19,NA,431,431,NA,1,1,NA,430,430,NA,125
131,2,4.28457e+16,4.28457e+16,NA,375,375,NA,1,1,NA,374,374,NA,125
131,3,1.2173e+13,1.2173e+13,NA,537,537,NA,2,2,NA,535,535,NA,125
132,0,2.93169e+19,2.93169e+19,NA,457,457,NA,67,67,NA,390,390,NA,165
132,1,3.88837e+20,3.88837e+20,NA,632,632,NA,169,169,NA,463,463,NA,165
132,2,7.16843e+18,7.16843e+18,NA,515,515,NA,91,91,NA,424,424,NA,165
132,3,1.56479e+17,1.56479e+17,NA,710,710,NA,7,7,NA,703,703,NA,165
133,0,8.44261e+13,8.44261e+13,NA,280,280,NA,1,1,NA,279,279,NA,59
133,1,6.76512e+13,6.76512e+13,NA,313,313,NA,2,2,NA,311,311,NA,59
133,2,4.72114e+12,4.72114e+12,NA,286,286,NA,1,1,NA,285,285,NA,59
133,3,43604300000,43604300000,NA,437,437,NA,2,2,NA,435,435,NA,59
134,0,3.00079e+13,3.00079e+13,NA,308,308,NA,38,38,NA,270,270,NA,36
134,1,8.72708e+12,8.72708e+12,NA,332,332,NA,41,41,NA,291,291,NA,36
134,2,6.09032e+11,6.09032e+11,NA,313,313,NA,48,48,NA,265,265,NA,36
134,3,34141000,34141000,NA,376,376,NA,68,68,NA,308,308,NA,36
135,0,6.65692e+15,6.65692e+15,NA,477,477,NA,160,160,NA,317,317,NA,109
135,1,1.25727e+18,1.25727e+18,NA,529,529,NA,122,122,NA,407,407,NA,109
135,2,1.18972e+15,1.18972e+15,NA,484,484,NA,145,145,NA,339,339,NA,109
135,3,1.45071e+14,1.45071e+14,NA,579,579,NA,0,0,NA,579,579,NA,109
136,0,1.16441e+20,1.16441e+20,NA,419,419,NA,17,17,NA,402,402,NA,182
136,1,3.33027e+19,3.33027e+19,NA,458,458,NA,19,19,NA,439,439,NA,182
136,2,2.21699e+21,2.21699e+21,NA,524,524,NA,44,44,NA,480,480,NA,182
136,3,3.73734e+21,3.73734e+21,NA,889,889,NA,7,7,NA,882,882,NA,182
137,0,5.70815e+25,5.70815e+25,NA,586,586,NA,70,70,NA,516,516,NA,150
137,1,1.02444e+18,1.02444e+18,NA,578,578,NA,173,173,NA,405,405,NA,150
137,2,4.5157e+17,4.5157e+17,NA,543,543,NA,146,146,NA,397,397,NA,150
137,3,1.82903e+15,1.82903e+15,NA,624,624,NA,0,0,NA,624,624,NA,150
138,0,1.16894e+19,1.16894e+19,NA,422,422,NA,40,40,NA,382,382,NA,154
138,1,1.318e+15,1.318e+15,NA,392,392,NA,52,52,NA,340,340,NA,154
138,2,2.57467e+18,2.57467e+18,NA,446,446,NA,32,32,NA,414,414,NA,154
138,3,1.02807e+13,1.02807e+13,NA,577,577,NA,45,45,NA,532,532,NA,154
139,0,3.64662e+22,3.64662e+22,NA,461,461,NA,9,9,NA,452,452,NA,152
139,1,2.09788e+18,2.09788e+18,NA,441,441,NA,29,29,NA,412,412,NA,152
139,2,3.32135e+17,3.32135e+17,NA,434,434,NA,40,40,NA,394,394,NA,152
139,3,1.13586e+11,1.13586e+11,NA,461,461,NA,9,9,NA,452,452,NA,152
140,0,2.92033e+20,2.92033e+20,NA,419,419,NA,9,9,NA,410,410,NA,184
140,1,4.3192e+22,4.3192e+22,NA,536,536,NA,27,27,NA,509,509,NA,184
140,2,6.17258e+21,6.17258e+21,NA,508,508,NA,18,18,NA,490,490,NA,184
140,3,2.4989e+11,2.4989e+11,NA,466,466,NA,0,0,NA,466,466,NA,184
141,0,3.34025e+15,3.34025e+15,NA,325,325,NA,14,14,NA,311,311,NA,104
141,1,2.69903e+15,2.69903e+15,NA,380,380,NA,33,33,NA,347,347,NA,104
141,2,1.98517e+15,1.98517e+15,NA,357,357,NA,13,13,NA,344,344,NA,104
141,3,1.57494e+18,1.57494e+18,NA,769,769,NA,25,25,NA,744,744,NA,104
142,0,2.08477e+18,2.08477e+18,NA,369,369,NA,2,2,NA,367,367,NA,158
142,1,4.08715e+19,4.08715e+19,NA,443,443,NA,2,2,NA,441,441,NA,158
142,2,2.57467e+18,2.57467e+18,NA,428,428,NA,14,14,NA,414,414,NA,158
142,3,8.62659e+11,8.62659e+11,NA,498,498,NA,10,10,NA,488,488,NA,158
143,0,1.61849e+24,1.61849e+24,NA,486,486,NA,1,1,NA,485,485,NA,194
143,1,9.29711e+21,9.29711e+21,NA,495,495,NA,1,1,NA,494,494,NA,194
143,2,1.27425e+28,1.27425e+28,NA,638,638,NA,6,6,NA,632,632,NA,194
143,3,1.41629e+19,1.41629e+19,NA,784,784,NA,1,1,NA,783,783,NA,194
144,0,2.06062e+21,2.06062e+21,NA,485,485,NA,58,58,NA,427,427,NA,75
144,1,3.48178e+14,3.48178e+14,NA,440,440,NA,113,113,NA,327,327,NA,75
144,2,3.30357e+13,3.30357e+13,NA,430,430,NA,126,126,NA,304,304,NA,75
144,3,1.28782e+13,1.28782e+13,NA,536,536,NA,0,0,NA,536,536,NA,75
145,0,9.39767e+15,9.39767e+15,NA,320,320,NA,0,0,NA,320,320,NA,112
145,1,1.70938e+18,1.70938e+18,NA,410,410,NA,0,0,NA,410,410,NA,112
145,2,3.48178e+14,3.48178e+14,NA,332,332,NA,5,5,NA,327,327,NA,112
145,3,3.73048e+12,3.73048e+12,NA,514,514,NA,0,0,NA,514,514,NA,112
146,0,1.66308e+17,1.66308e+17,NA,366,366,NA,21,21,NA,345,345,NA,103
146,1,4.98919e+15,4.98919e+15,NA,361,361,NA,8,8,NA,353,353,NA,103
146,2,8.75053e+14,8.75053e+14,NA,380,380,NA,44,44,NA,336,336,NA,103
146,3,2466810000,2466810000,NA,388,388,NA,4,4,NA,384,384,NA,103
147,0,5.28983e+15,5.28983e+15,NA,316,316,NA,1,1,NA,315,315,NA,119
147,1,1.53888e+16,1.53888e+16,NA,365,365,NA,1,1,NA,364,364,NA,119
147,2,9.7462e+18,9.7462e+18,NA,428,428,NA,1,1,NA,427,427,NA,119
147,3,206992000,206992000,NA,341,341,NA,1,1,NA,340,340,NA,119
148,0,6813820000,6813820000,NA,209,209,NA,12,12,NA,197,197,NA,3
148,1,1604580000,1604580000,NA,217,217,NA,10,10,NA,207,207,NA,3
148,2,638451000,638451000,NA,248,248,NA,50,50,NA,198,198,NA,3
148,3,13865500,13865500,NA,292,292,NA,0,0,NA,292,292,NA,3
149,0,2.33869e+18,2.33869e+18,NA,376,376,NA,8,8,NA,368,368,NA,153
149,1,2.20512e+17,2.20512e+17,NA,410,410,NA,20,20,NA,390,390,NA,153
149,2,9.2722e+19,9.2722e+19,NA,457,457,NA,8,8,NA,449,449,NA,153
149,3,6.63689e+14,6.63689e+14,NA,606,606,NA,0,0,NA,606,606,NA,153
150,0,1.05015e+17,1.05015e+17,NA,413,413,NA,72,72,NA,341,341,NA,177
150,1,1.55548e+24,1.55548e+24,NA,544,544,NA,0,0,NA,544,544,NA,177
150,2,3.50992e+20,3.50992e+20,NA,494,494,NA,32,32,NA,462,462,NA,177
150,3,32271300,32271300,NA,331,331,NA,24,24,NA,307,307,NA,177
151,0,7.43879e+16,7.43879e+16,NA,354,354,NA,16,16,NA,338,338,NA,107
151,1,2.69903e+15,2.69903e+15,NA,377,377,NA,30,30,NA,347,347,NA,107
151,2,4.98919e+15,4.98919e+15,NA,442,442,NA,89,89,NA,353,353,NA,107
151,3,2.2764e+14,2.2764e+14,NA,596,596,NA,9,9,NA,587,587,NA,107
152,0,9.18127e+21,9.18127e+21,NA,440,440,NA,0,0,NA,440,440,NA,187
152,1,2.00121e+21,2.00121e+21,NA,479,479,NA,0,0,NA,479,479,NA,187
152,2,6.83813e+21,6.83813e+21,NA,491,491,NA,0,0,NA,491,491,NA,187
152,3,2.58095e+16,2.58095e+16,NA,671,671,NA,0,0,NA,671,671,NA,187
153,0,5.28983e+15,5.28983e+15,NA,329,329,NA,14,14,NA,315,315,NA,30
153,1,7.47448e+11,7.47448e+11,NA,277,277,NA,10,10,NA,267,267,NA,30
153,2,6.09032e+11,6.09032e+11,NA,291,291,NA,26,26,NA,265,265,NA,30
153,3,27788100000,27788100000,NA,439,439,NA,12,12,NA,427,427,NA,30
154,0,2.06864e+20,2.06864e+20,NA,431,431,NA,24,24,NA,407,407,NA,48
