"seed","map_idx","merit_mean","merit_median","merit_sd","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","seed_order","category"
188,2,4.98919e+15,4.98919e+15,NA,373,373,NA,20,20,NA,353,353,NA,144,"Pattern cycling"
188,3,3.97219e+13,3.97219e+13,NA,560,560,NA,4,4,NA,556,556,NA,144,"Pattern cycling"
189,0,5.88823e+17,5.88823e+17,NA,368,368,NA,12,12,NA,356,356,NA,123,"Reactive meandering"
189,1,3.15135e+16,3.15135e+16,NA,381,381,NA,10,10,NA,371,371,NA,123,"Reactive meandering"
189,2,1.2539e+16,1.2539e+16,NA,389,389,NA,27,27,NA,362,362,NA,123,"Reactive meandering"
189,3,1.13586e+11,1.13586e+11,NA,461,461,NA,9,9,NA,452,452,NA,123,"Reactive meandering"
190,0,1.20582e+11,1.20582e+11,NA,240,240,NA,18,18,NA,222,222,NA,13,"Pattern cycling"
190,1,1.60889e+11,1.60889e+11,NA,265,265,NA,13,13,NA,252,252,NA,13,"Pattern cycling"
190,2,47084900000,47084900000,NA,265,265,NA,25,25,NA,240,240,NA,13,"Pattern cycling"
190,3,1969250000,1969250000,NA,384,384,NA,4,4,NA,380,380,NA,13,"Pattern cycling"
191,0,4.21985e+14,4.21985e+14,NA,313,313,NA,20,20,NA,293,293,NA,162,"Pattern cycling"
191,1,1.62625e+19,1.62625e+19,NA,444,444,NA,12,12,NA,432,432,NA,162,"Pattern cycling"
191,2,7.55513e+19,7.55513e+19,NA,507,507,NA,60,60,NA,447,447,NA,162,"Pattern cycling"
191,3,4.91193e+11,4.91193e+11,NA,502,502,NA,24,24,NA,478,478,NA,162,"Pattern cycling"
192,0,6.55433e+19,6.55433e+19,NA,410,410,NA,13,13,NA,397,397,NA,100,"Pattern cycling"
192,1,4.06527e+15,4.06527e+15,NA,355,355,NA,4,4,NA,351,351,NA,100,"Pattern cycling"
192,2,5.80969e+14,5.80969e+14,NA,350,350,NA,18,18,NA,332,332,NA,100,"Pattern cycling"
192,3,3.77901e+14,3.77901e+14,NA,597,597,NA,1,1,NA,596,596,NA,100,"Pattern cycling"
193,0,1.7089e+10,1.7089e+10,NA,209,209,NA,4,4,NA,205,205,NA,16,"Pattern cycling"
193,1,1.78236e+11,1.78236e+11,NA,261,261,NA,8,8,NA,253,253,NA,16,"Pattern cycling"
193,2,3.47245e+12,3.47245e+12,NA,288,288,NA,6,6,NA,282,282,NA,16,"Pattern cycling"
193,3,50639200,50639200,NA,324,324,NA,9,9,NA,315,315,NA,16,"Pattern cycling"
194,0,9.11025e+23,9.11025e+23,NA,551,551,NA,71,71,NA,480,480,NA,96,"Set pattern"
194,1,1.18972e+15,1.18972e+15,NA,498,498,NA,159,159,NA,339,339,NA,96,"Set pattern"
194,2,1.98517e+15,1.98517e+15,NA,492,492,NA,148,148,NA,344,344,NA,96,"Set pattern"
194,3,8.79545e+14,8.79545e+14,NA,613,613,NA,2,2,NA,611,611,NA,96,"Set pattern"
195,0,1.50571e+13,1.50571e+13,NA,352,352,NA,88,88,NA,264,264,NA,66,"Pattern cycling"
195,1,6.76512e+13,6.76512e+13,NA,345,345,NA,34,34,NA,311,311,NA,66,"Pattern cycling"
195,2,4.98919e+15,4.98919e+15,NA,408,408,NA,55,55,NA,353,353,NA,66,"Pattern cycling"
195,3,7.8079e+13,7.8079e+13,NA,600,600,NA,32,32,NA,568,568,NA,66,"Pattern cycling"
196,0,3.21304e+25,3.21304e+25,NA,552,552,NA,41,41,NA,511,511,NA,195,"Pattern cycling"
196,1,7.22637e+24,7.22637e+24,NA,660,660,NA,101,101,NA,559,559,NA,195,"Pattern cycling"
196,2,2.24693e+31,2.24693e+31,NA,811,811,NA,106,106,NA,705,705,NA,195,"Pattern cycling"
196,3,4.74252e+23,4.74252e+23,NA,988,988,NA,20,20,NA,968,968,NA,195,"Pattern cycling"
197,0,12105100000,12105100000,NA,206,206,NA,4,4,NA,202,202,NA,8,"Pattern cycling"
197,1,18734800000,18734800000,NA,247,247,NA,16,16,NA,231,231,NA,8,"Pattern cycling"
197,2,25471800000,25471800000,NA,244,244,NA,10,10,NA,234,234,NA,8,"Pattern cycling"
197,3,446639,446639,NA,247,247,NA,16,16,NA,231,231,NA,8,"Pattern cycling"
198,0,7.55523e+12,7.55523e+12,NA,290,290,NA,32,32,NA,258,258,NA,35,"Reactive meandering"
198,1,5.79412e+12,5.79412e+12,NA,329,329,NA,42,42,NA,287,287,NA,35,"Reactive meandering"
198,2,3.47245e+12,3.47245e+12,NA,334,334,NA,52,52,NA,282,282,NA,35,"Reactive meandering"
198,3,1351.18,1351.18,NA,130,130,NA,2,2,NA,128,128,NA,35,"Reactive meandering"
199,0,3.36629e+13,3.36629e+13,NA,280,280,NA,9,9,NA,271,271,NA,34,"Pattern cycling"
199,1,6.41886e+12,6.41886e+12,NA,301,301,NA,13,13,NA,288,288,NA,34,"Pattern cycling"
199,2,6.747e+11,6.747e+11,NA,279,279,NA,13,13,NA,266,266,NA,34,"Pattern cycling"
199,3,356551,356551,NA,227,227,NA,0,0,NA,227,227,NA,34,"Pattern cycling"
200,0,9.43423e+14,9.43423e+14,NA,380,380,NA,80,80,NA,300,300,NA,65,"Pattern cycling"
200,1,1.01896e+14,1.01896e+14,NA,417,417,NA,102,102,NA,315,315,NA,65,"Pattern cycling"
200,2,2.98204e+13,2.98204e+13,NA,424,424,NA,121,121,NA,303,303,NA,65,"Pattern cycling"
200,3,1.80555e+13,1.80555e+13,NA,557,557,NA,15,15,NA,542,542,NA,65,"Pattern cycling"
